QueryNumber;DocNumber;DocVotes
00065;01188;1
00065;01195;4
00065;01214;1
00065;01232;1
00065;01234;1
00065;01237;4
00066;00001;1
00066;00010;1
00066;00011;1
00066;00013;1
00066;00017;2
00066;00022;1
00066;00063;1
00066;00100;3
00066;00148;2
00066;00155;1
00066;00160;1
00066;00166;1
00066;00187;1
00066;00200;3
00066;00267;1
00066;00322;4
00066;00340;3
00066;00348;4
00066;00350;3
00066;00370;4
00066;00385;1
00066;00427;1
00066;00429;4
00066;00434;4
00066;00446;1
00066;00463;3
00066;00498;1
00066;00558;2
00066;00590;1
00066;00605;1
00066;00607;1
00066;00630;1
00066;00698;3
00066;00722;1
00066;00724;1
00066;00731;1
00066;00736;1
00066;00763;2
00066;00767;1
00066;00771;1
00066;00788;1
00066;00821;3
00066;00837;1
00066;00882;1
00066;00907;1
00066;00912;1
00066;00913;1
00066;00944;2
00066;00969;1
00066;00976;1
00066;00980;1
00066;00990;1
00066;01004;1
00066;01098;1
00066;01104;1
00066;01109;1
00066;01134;1
00066;01155;3
00066;01192;4
00066;01194;2
00066;01195;1
00066;01214;1
00066;01226;1
00067;00043;1
00067;00061;1
00067;00148;4
00067;00354;1
00067;00370;3
00067;00472;3
00067;00473;1
00067;00519;1
00067;00724;2
00067;00764;1
00067;00842;2
00067;00910;3
00067;00914;3
00067;01234;1
00068;00011;1
00068;00064;1
00068;00090;4
00068;00135;1
00068;00195;3
00068;00206;4
00068;00297;1
00068;00327;1
00068;00331;1
00068;00341;2
00068;00349;4
00068;00358;1
00068;00359;1
00068;00370;1
00068;00437;1
00068;00438;3
00068;00543;4
00068;00546;2
00068;00550;1
00068;00607;1
00068;00632;1
00068;00734;2
00068;00819;1
00068;00826;1
00068;00838;1
00068;00882;1
00068;00889;1
00068;00904;4
00068;00913;1
00068;00944;1
00068;00964;3
00068;00969;1
00068;01000;1
00068;01003;4
00068;01040;1
00068;01046;1
00068;01048;2
00068;01093;1
00068;01099;3
00068;01134;1
00068;01149;1
00068;01150;1
00068;01164;3
00068;01172;1
00068;01234;1
00069;00193;4
00069;00326;1
00069;00327;2
00069;00359;4
00069;00363;4
00069;00370;4
00069;00438;4
00069;00550;1
00069;00703;4
00069;00724;1
00069;00837;1
00069;00907;4
00069;00944;3
00069;01000;3
00069;01234;3
00070;00017;1
00070;00327;2
00070;00340;4
00070;00370;4
00070;00438;4
00070;00698;4
00070;00722;1
00070;00804;4
00070;00837;1
00070;00944;3
00070;00952;1
00070;01000;3
00070;01009;4
00070;01032;4
00070;01104;4
00070;01232;1
00070;01234;3
00071;00011;1
00071;00056;1
00071;00148;4
00071;00327;1
00071;00370;1
00071;00547;1
00072;00058;3
00072;00250;1
00072;00323;3
00072;00333;1
00072;00682;4
00072;00683;3
00072;00732;4
00072;00733;1
00072;00837;1
00072;00941;1
00072;01000;1
00072;01019;1
00072;01125;1
00073;00050;4
00073;00224;4
00073;00227;4
00073;00359;4
00073;00370;4
00073;00438;4
00073;00629;3
00073;00630;4
00073;00724;1
00073;00806;3
00073;00843;4
00073;00844;4
00073;00990;1
00073;01000;1
00073;01093;1
00073;01228;1
00073;01229;1
00073;01234;1
00074;00148;3
00074;00370;1
00074;00724;2
00074;00910;4
00074;00914;4
00074;01000;1
00074;01093;1
00075;00100;1
00075;00241;2
00075;00273;2
00075;00316;4
00075;00348;2
00075;00354;2
00075;00359;3
00075;00370;4
00075;00446;4
00075;00519;2
00075;00587;2
00075;00597;1
00075;00751;2
00075;00757;1
00075;00837;1
00075;00944;3
00075;01043;1
00075;01047;1
00075;01110;3
00075;01234;1
00075;01235;1
00076;00329;1
00076;00330;1
00076;00359;2
00076;00370;2
00076;00437;4
00076;00438;3
00076;00606;4
00076;00731;1
00076;00882;1
00076;00889;1
00076;01007;3
00076;01023;1
00076;01039;1
00076;01048;2
00076;01080;1
00076;01134;1
00076;01188;4
00077;00025;2
00077;00027;4
00077;00031;1
00077;00050;1
00077;00090;4
00077;00128;2
00077;00135;2
00077;00148;1
00077;00168;1
00077;00195;4
00077;00197;1
00077;00224;4
00077;00226;1
00077;00227;3
00077;00267;1
00077;00297;1
00077;00298;1
00077;00321;1
00077;00323;4
00077;00326;1
00077;00327;4
00077;00329;3
00077;00330;2
00077;00333;1
00077;00359;4
00077;00370;4
00077;00428;1
00077;00437;4
00077;00438;4
00077;00542;2
00077;00546;4
00077;00550;1
00077;00551;1
00077;00558;1
00077;00586;1
00077;00592;2
00077;00629;4
00077;00630;4
00077;00663;1
00077;00722;1
00077;00724;1
00077;00729;1
00077;00731;1
00077;00734;4
00077;00735;1
00077;00754;4
00077;00806;1
00077;00826;1
00077;00837;1
00077;00839;1
00077;00843;4
00077;00844;4
00077;00845;1
00077;00879;1
00077;00882;1
00077;00889;1
00077;00912;1
00077;00937;1
00077;00939;4
00077;00941;1
00077;00944;1
00077;00963;4
00077;00990;1
00077;01006;4
00077;01012;4
00077;01023;1
00077;01034;4
00077;01035;4
00077;01040;1
00077;01080;1
00077;01092;1
00077;01093;1
00077;01134;1
00077;01138;4
00077;01149;4
00077;01150;3
00077;01152;4
00077;01153;4
00077;01188;1
00077;01220;4
00077;01232;1
00077;01234;3
00078;00061;3
00078;00065;1
00078;00082;1
00078;00090;1
00078;00093;1
00078;00135;1
00078;00146;2
00078;00152;2
00078;00159;4
00078;00161;1
00078;00179;2
00078;00184;1
00078;00188;1
00078;00238;1
00078;00253;4
00078;00255;4
00078;00265;1
00078;00282;1
00078;00315;1
00078;00320;4
00078;00321;1
00078;00326;1
00078;00330;1
00078;00333;1
00078;00359;1
00078;00370;3
00078;00373;4
00078;00427;2
00078;00438;2
00078;00451;1
00078;00452;4
00078;00459;3
00078;00460;1
00078;00479;1
00078;00556;2
00078;00648;1
00078;00663;1
00078;00680;4
00078;00686;4
00078;00696;1
00078;00718;1
00078;00722;1
00078;00724;1
00078;00731;1
00078;00734;1
00078;00753;1
00078;00800;1
00078;00802;4
00078;00838;1
00078;00884;1
00078;00889;1
00078;00912;1
00078;00944;1
00078;00945;1
00078;01010;2
00078;01015;1
00078;01019;1
00078;01021;4
00078;01042;1
00078;01065;1
00078;01069;1
00078;01071;2
00078;01078;1
00078;01081;2
00078;01086;1
00078;01089;1
00078;01090;1
00078;01091;3
00078;01093;1
00078;01111;4
00078;01112;1
00078;01118;1
00078;01179;3
00078;01180;3
00078;01181;4
00078;01227;2
00078;01234;2
00079;00065;1
00079;00075;1
00079;00123;4
00079;00132;1
00079;00135;2
00079;00146;1
00079;00148;1
00079;00179;1
00079;00184;1
00079;00255;1
00079;00315;1
00079;00320;3
00079;00330;2
00079;00333;1
00079;00359;3
00079;00370;1
00079;00373;3
00079;00384;3
00079;00427;1
00079;00438;4
00079;00452;1
00079;00648;4
00079;00650;4
00079;00663;1
00079;00826;2
00079;00829;1
00079;00838;1
00079;00882;1
00079;00912;1
00079;00923;3
00079;00944;2
00079;00945;3
00079;01000;1
00079;01010;1
00079;01023;1
00079;01065;1
00079;01082;3
00079;01089;1
00079;01091;2
00079;01112;4
00079;01179;2
00079;01181;4
00079;01234;2
00080;00061;1
00080;00135;1
00080;00152;1
00080;00159;2
00080;00238;2
00080;00330;1
00080;00333;2
00080;00427;1
00080;00438;1
00080;00451;1
00080;00452;1
00080;00453;1
00080;00458;4
00080;00459;1
00080;00460;4
00080;00612;1
00080;00663;1
00080;00696;3
00080;00722;1
00080;00753;4
00080;00800;4
00080;00884;1
00080;00912;1
00080;00945;3
00080;01010;1
00080;01042;3
00080;01065;1
00080;01071;2
00080;01078;4
00080;01091;1
00080;01179;1
00080;01180;1
00080;01227;4
00080;01234;3
00081;00031;1
00081;00090;3
00081;00093;1
00081;00132;1
00081;00135;1
00081;00195;1
00081;00253;1
00081;00321;4
00081;00326;3
00081;00359;1
00081;00370;4
00081;00438;4
00081;00542;3
00081;00546;4
00081;00550;1
00081;00551;1
00081;00586;1
00081;00592;1
00081;00729;1
00081;00731;1
00081;00734;4
00081;00941;2
00081;00944;1
00081;00990;1
00081;01092;3
00081;01134;1
00081;01232;1
00081;01234;1
00082;00025;4
00082;00031;1
00082;00090;4
00082;00093;4
00082;00132;1
00082;00135;4
00082;00148;1
00082;00152;1
00082;00159;2
00082;00189;1
00082;00195;1
00082;00197;1
00082;00238;1
00082;00253;4
00082;00297;1
00082;00321;4
00082;00326;4
00082;00327;3
00082;00330;1
00082;00331;1
00082;00333;1
00082;00359;4
00082;00370;4
00082;00427;1
00082;00438;4
00082;00458;2
00082;00542;3
00082;00543;2
00082;00546;4
00082;00550;1
00082;00551;1
00082;00586;1
00082;00592;1
00082;00722;1
00082;00724;1
00082;00729;1
00082;00731;1
00082;00734;4
00082;00826;1
00082;00837;1
00082;00845;1
00082;00879;1
00082;00882;1
00082;00889;1
00082;00904;1
00082;00912;1
00082;00937;1
00082;00941;2
00082;00944;2
00082;00952;1
00082;00963;4
00082;00990;1
00082;01000;1
00082;01003;3
00082;01040;1
00082;01078;1
00082;01092;1
00082;01150;1
00082;01188;1
00082;01227;1
00082;01232;1
00082;01234;3
00083;00018;4
00083;00166;4
00083;00187;1
00083;00238;1
00083;00366;1
00083;00370;3
00083;00394;1
00083;00427;1
00083;00430;1
00083;00432;4
00083;00447;2
00083;00463;1
00083;00501;1
00083;00505;2
00083;00517;1
00083;00550;1
00083;00590;2
00083;00609;1
00083;00668;1
00083;00767;1
00083;00905;1
00083;00912;1
00083;00988;1
00083;00989;1
00083;01074;1
00083;01077;2
00083;01091;1
00083;01102;3
00083;01143;3
00083;01170;1
00083;01171;1
00083;01203;4
00084;00008;2
00084;00160;4
00084;00333;1
00084;00346;1
00084;00384;1
00084;00555;1
00084;00590;1
00084;00778;1
00084;00837;1
00084;00912;1
00084;00922;2
00084;00952;1
00084;00986;2
00084;01086;1
00084;01112;2
00084;01179;1
00085;00029;4
00085;00058;3
00085;00088;1
00085;00098;1
00085;00179;1
00085;00200;2
00085;00202;4
00085;00250;1
00085;00370;2
00085;00427;1
00085;00432;1
00085;00438;1
00085;00469;1
00085;00475;3
00085;00589;1
00085;00590;1
00085;00724;1
00085;00732;1
00085;00733;1
00085;00888;1
00085;00912;1
00085;00941;1
00085;00969;1
00085;00982;3
00085;00983;1
00085;01018;4
00085;01019;1
00085;01022;1
00085;01036;1
00085;01065;1
00085;01118;4
00086;00008;4
00086;00061;1
00086;00085;1
00086;00110;4
00086;00135;2
00086;00148;4
00086;00152;2
00086;00160;3
00086;00200;1
00086;00238;2
00086;00271;4
00086;00330;2
00086;00346;4
00086;00370;3
00086;00384;1
00086;00427;1
00086;00505;2
00086;00554;4
00086;00555;1
00086;00577;1
00086;00586;1
00086;00590;4
00086;00722;3
00086;00731;1
00086;00763;2
00086;00769;3
00086;00922;1
00086;00944;2
00086;00945;2
00086;00952;1
00086;00983;3
00086;00990;1
00086;01000;2
00086;01015;1
00086;01033;1
00086;01071;1
00086;01077;1
00086;01086;1
00086;01090;1
00086;01091;2
00086;01112;1
00086;01118;1
00086;01173;2
00086;01181;1
00086;01227;1
00086;01232;1
00086;01234;1
00087;00187;4
00087;00223;2
00087;00228;4
00087;00229;4
00087;00333;2
00087;00369;4
00087;00370;4
00087;00382;1
00087;00394;1
00087;00401;2
00087;00432;4
00087;00438;3
00087;00485;1
00087;00513;2
00087;00550;2
00087;00590;3
00087;00631;2
00087;00632;1
00087;00668;1
00087;00722;1
00087;00812;2
00087;00819;2
00087;00833;1
00087;00860;3
00087;00945;1
00087;00990;1
00087;01005;4
00087;01007;1
00087;01015;4
00087;01025;1
00087;01032;1
00087;01060;3
00087;01071;2
00087;01134;2
00087;01163;1
00087;01169;1
00087;01180;1
00087;01234;1
00088;00370;3
00088;00443;1
00088;00457;4
00088;00590;3
00088;00614;3
00088;00668;1
00088;00678;2
00088;00679;2
00088;00702;1
00088;00945;1
00088;00990;1
00088;01091;4
00088;01134;1
00088;01144;1
00089;00079;3
00089;00152;1
00089;00176;4
00089;00177;2
00089;00179;1
00089;00260;4
00089;00265;1
00089;00370;1
00089;00469;4
00089;00479;1
00089;00590;1
00089;00706;2
00089;00778;1
00089;00905;3
00089;00912;3
00089;01065;1
00089;01086;1
00090;00007;4
00090;00160;1
00090;00161;1
00090;00176;4
00090;00177;4
00090;00200;4
00090;00260;3
00090;00265;4
00090;00370;1
00090;00451;4
00090;00479;3
00090;00505;1
00090;00589;1
00090;00590;4
00090;00763;1
00090;00778;2
00090;00874;1
00090;00884;4
00090;00912;4
00090;00987;1
00090;01065;1
00090;01071;1
00090;01086;4
00090;01089;1
00090;01090;3
00090;01091;3
00090;01234;1
00090;01238;1
00091;00001;1
00091;00003;1
00091;00004;1
00091;00008;1
00091;00009;1
00091;00011;2
00091;00013;1
00091;00015;2
00091;00017;2
00091;00021;1
00091;00029;4
00091;00030;1
00091;00032;1
00091;00033;1
00091;00040;1
00091;00041;1
00091;00045;1
00091;00046;2
00091;00050;1
00091;00056;1
00091;00057;4
00091;00058;4
00091;00059;4
00091;00060;1
00091;00069;4
00091;00078;1
00091;00088;4
00091;00092;1
00091;00094;1
00091;00095;4
00091;00097;4
00091;00098;4
00091;00100;1
00091;00103;3
00091;00105;3
00091;00109;3
00091;00115;2
00091;00116;3
00091;00118;1
00091;00119;3
00091;00121;1
00091;00122;1
00091;00124;1
00091;00128;1
00091;00134;1
00091;00135;1
00091;00139;4
00091;00147;1
00091;00163;1
00091;00166;1
00091;00170;1
00091;00173;1
00091;00174;4
00091;00181;1
00091;00182;4
00091;00183;3
00091;00186;3
00091;00189;1
00091;00199;2
00091;00202;3
00091;00204;3
00091;00211;1
00091;00226;1
00091;00237;1
00091;00240;3
00091;00241;2
00091;00242;1
00091;00243;1
00091;00244;1
00091;00248;1
00091;00250;4
00091;00256;1
00091;00259;1
00091;00261;1
00091;00263;1
00091;00264;1
00091;00265;1
00091;00266;4
00091;00267;4
00091;00268;1
00091;00272;1
00091;00274;1
00091;00275;1
00091;00276;1
00091;00278;1
00091;00279;1
00091;00281;1
00091;00283;1
00091;00286;1
00091;00287;1
00091;00294;4
00091;00297;2
00091;00300;1
00091;00301;1
00091;00314;3
00091;00317;3
00091;00322;4
00091;00331;1
00091;00333;1
00091;00339;4
00091;00348;1
00091;00351;2
00091;00352;2
00091;00353;4
00091;00354;2
00091;00355;1
00091;00359;3
00091;00361;2
00091;00362;4
00091;00364;3
00091;00370;4
00091;00376;4
00091;00381;4
00091;00385;4
00091;00392;1
00091;00395;4
00091;00396;4
00091;00398;2
00091;00405;1
00091;00412;1
00091;00413;4
00091;00416;1
00091;00422;4
00091;00423;2
00091;00426;1
00091;00428;1
00091;00431;1
00091;00434;2
00091;00443;2
00091;00454;1
00091;00455;1
00091;00466;3
00091;00468;4
00091;00473;1
00091;00474;3
00091;00475;4
00091;00478;3
00091;00485;1
00091;00486;2
00091;00489;1
00091;00508;2
00091;00512;2
00091;00538;1
00091;00545;2
00091;00549;1
00091;00550;4
00091;00551;1
00091;00552;4
00091;00553;1
00091;00559;2
00091;00562;1
00091;00579;3
00091;00582;1
00091;00586;1
00091;00594;4
00091;00598;4
00091;00601;2
00091;00603;3
00091;00611;3
00091;00615;4
00091;00626;1
00091;00641;4
00091;00642;1
00091;00643;1
00091;00648;1
00091;00659;1
00091;00667;1
00091;00673;1
00091;00682;3
00091;00683;3
00091;00684;3
00091;00688;1
00091;00690;2
00091;00694;1
00091;00695;3
00091;00700;4
00091;00704;1
00091;00714;2
00091;00719;1
00091;00720;2
00091;00722;4
00091;00724;2
00091;00725;1
00091;00727;1
00091;00728;4
00091;00729;1
00091;00731;1
00091;00732;4
00091;00733;4
00091;00735;1
00091;00751;1
00091;00752;4
00091;00756;4
00091;00759;4
00091;00762;1
00091;00763;4
00091;00764;3
00091;00767;1
00091;00768;1
00091;00770;4
00091;00771;1
00091;00772;2
00091;00773;1
00091;00779;1
00091;00781;4
00091;00782;1
00091;00784;3
00091;00787;4
00091;00788;1
00091;00791;2
00091;00794;1
00091;00796;3
00091;00797;4
00091;00798;2
00091;00799;3
00091;00801;4
00091;00803;3
00091;00808;4
00091;00809;1
00091;00822;4
00091;00833;4
00091;00834;1
00091;00835;1
00091;00836;2
00091;00838;1
00091;00844;1
00091;00854;1
00091;00859;4
00091;00866;1
00091;00867;1
00091;00868;1
00091;00870;4
00091;00872;2
00091;00875;1
00091;00880;1
00091;00882;1
00091;00883;1
00091;00888;2
00091;00893;4
00091;00894;1
00091;00896;1
00091;00897;1
00091;00900;3
00091;00906;1
00091;00913;1
00091;00914;1
00091;00935;2
00091;00941;2
00091;00944;1
00091;00947;1
00091;00965;4
00091;00974;4
00091;00982;2
00091;00985;4
00091;00990;2
00091;00992;1
00091;00993;1
00091;00997;4
00091;00998;4
00091;01000;4
00091;01018;4
00091;01019;1
00091;01023;1
00091;01033;1
00091;01040;1
00091;01041;1
00091;01043;1
00091;01047;1
00091;01051;1
00091;01054;1
00091;01056;1
00091;01057;1
00091;01058;1
00091;01063;1
00091;01080;1
00091;01085;1
00091;01091;1
00091;01093;1
00091;01095;4
00091;01097;3
00091;01098;4
00091;01103;1
00091;01106;1
00091;01107;1
00091;01108;1
00091;01115;1
00091;01116;1
00091;01118;4
00091;01119;1
00091;01125;3
00091;01134;1
00091;01177;4
00091;01184;4
00091;01186;1
00091;01189;4
00091;01191;2
00091;01192;1
00091;01216;4
00091;01217;4
00091;01219;4
00091;01226;4
00091;01232;1
00091;01234;2
00091;01235;2
00092;00017;1
00092;00043;1
00092;00111;1
00092;00130;1
00092;00135;3
00092;00136;1
00092;00148;1
00092;00181;1
00092;00185;1
00092;00189;1
00092;00193;1
00092;00200;1
00092;00213;4
00092;00226;2
00092;00238;3
00092;00258;4
00092;00333;2
00092;00342;1
00092;00354;3
00092;00370;3
00092;00377;2
00092;00392;1
00092;00429;1
00092;00434;1
00092;00446;1
00092;00465;2
00092;00472;4
00092;00473;4
00092;00479;1
00092;00489;4
00092;00492;1
00092;00503;1
00092;00510;1
00092;00514;2
00092;00550;2
00092;00559;2
00092;00586;1
00092;00596;1
00092;00599;4
00092;00607;1
00092;00611;3
00092;00643;1
00092;00653;1
00092;00661;4
00092;00671;1
00092;00687;1
00092;00692;1
00092;00705;3
00092;00722;4
00092;00724;4
00092;00729;1
00092;00731;1
00092;00735;1
00092;00763;2
00092;00764;2
00092;00767;1
00092;00778;3
00092;00783;4
00092;00788;1
00092;00804;1
00092;00806;1
00092;00822;1
00092;00824;1
00092;00826;1
00092;00837;1
00092;00838;1
00092;00839;1
00092;00842;4
00092;00845;1
00092;00856;1
00092;00858;2
00092;00859;1
00092;00879;4
00092;00883;1
00092;00888;1
00092;00889;1
00092;00908;1
00092;00910;2
00092;00914;3
00092;00915;1
00092;00926;1
00092;00930;2
00092;00934;3
00092;00940;1
00092;00941;2
00092;00944;1
00092;00946;1
00092;00952;4
00092;00990;2
00092;01000;4
00092;01014;1
00092;01023;1
00092;01031;1
00092;01033;4
00092;01040;1
00092;01066;1
00092;01071;1
00092;01093;1
00092;01147;4
00092;01151;1
00092;01186;1
00092;01188;1
00092;01192;2
00092;01195;4
00092;01226;1
00092;01227;1
00092;01232;4
00092;01234;4
00094;00093;2
00094;00113;4
00094;00145;4
00094;00180;4
00094;00272;4
00094;00422;1
00094;00467;2
00094;00489;2
00094;00550;1
00094;00586;2
00094;00722;1
00094;00724;1
00094;00873;1
00094;00999;1
00094;01000;1
00094;01020;1
00094;01023;1
00094;01033;1
00094;01233;1
00094;00078;2
00094;00114;1
00094;00122;1
00094;00123;1
00094;00137;1
00094;00192;1
00094;00209;2
00094;00270;1
00094;00277;1
00094;00282;1
00094;00309;4
00094;00311;4
00094;00322;1
00094;00359;1
00094;00370;2
00094;00400;1
00094;00435;1
00094;00436;1
00094;00440;4
00094;00442;1
00094;00494;4
00094;00498;4
00094;00504;1
00094;00505;1
00095;00533;1
00095;00536;4
00095;00571;1
00095;00742;4
00095;00745;4
00095;00789;2
00095;00955;4
00095;01016;1
00095;01091;1
00096;01092;1
00096;01121;4
00096;01143;4
00096;01156;4
00096;01158;1
00096;01197;4
00096;01199;4
00096;01200;1
00096;01204;4
00096;01223;4
00096;00012;1
00096;00030;4
00097;00043;1
00097;00192;1
00097;00257;1
00097;00322;1
00097;00603;3
00097;00606;3
00097;01097;1
00097;00009;1
00097;00040;2
00097;00043;1
00097;00075;4
00098;00454;4
00098;00455;4
00098;00520;2
00098;00526;2
00098;00527;1
00098;00673;4
00098;00883;1
00098;01087;1
00098;00052;1
00098;00068;1
00098;00135;1
00098;00140;2
00098;00190;1
00098;00392;1
00098;00416;2
00099;00538;1
00099;00539;4
00099;00751;3
00099;00757;4
00099;00145;4
00100;00180;3
00100;00270;1
00100;00272;3
00100;00362;1
00100;00467;1
00100;00595;1
00100;00667;1
00100;00728;4
00100;00782;4
00100;00787;3
00100;00985;3
